NeId,NeAlias,NeType,EntityType,MeasurePoint,EndTime,Failure,NumOfSamp,DropEvents,TotlOctets,TotPackets,BroadcPack,MulticPack,CrcAlgnErr,UndSizPack,OvrSizPack,Fragments,Jabbers,Collisions,Utilizatio,USF,OSF,Frag,FFAE,OTOk,UFTOk,MFTOk,BFTOk,OROk,UFROk,MFROk,BFROk,totTxPkts,totRxPkts,totTxPktLo,totRxPktLo,avgTxPktLR,avgRxPktLR,min2WDelay,avg2WDelay,max2WDelay,minRTDelay,avgRTDelay,maxRTDelay
5033,FOLIGNO-PTN2.8,SPO1410,MEFUNITraf,4/9/2,09/01/2019 06:00,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
5033,FOLIGNO-PTN2.8,SPO1410,MEFUNITraf,4/9/2,09/01/2019 06:15,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
5033,FOLIGNO-PTN2.8,SPO1410,MEFUNITraf,4/9/2,09/01/2019 06:30,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
5033,FOLIGNO-PTN2.8,SPO1410,MEFUNITraf,4/9/2,09/01/2019 06:45,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
5033,FOLIGNO-PTN2.8,SPO1410,MEFUNITraf,4/9/6,09/01/2019 06:00,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
5033,FOLIGNO-PTN2.8,SPO1410,MEFUNITraf,4/9/6,09/01/2019 06:15,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
5033,FOLIGNO-PTN2.8,SPO1410,MEFUNITraf,4/9/6,09/01/2019 06:30,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
5033,FOLIGNO-PTN2.8,SPO1410,MEFUNITraf,4/9/6,09/01/2019 06:45,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
5033,FOLIGNO-PTN2.8,SPO1410,RMON,4/9/6,09/01/2019 06:00,,,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
5033,FOLIGNO-PTN2.8,SPO1410,RMON,4/9/6,09/01/2019 06:15,,,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
5033,FOLIGNO-PTN2.8,SPO1410,RMON,4/9/6,09/01/2019 06:30,,,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
5033,FOLIGNO-PTN2.8,SPO1410,RMON,4/9/6,09/01/2019 06:45,,,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
5033,FOLIGNO-PTN2.8,SPO1410,RMON,4/9/2,09/01/2019 06:00,,,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
5033,FOLIGNO-PTN2.8,SPO1410,RMON,4/9/2,09/01/2019 06:15,,,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
5033,FOLIGNO-PTN2.8,SPO1410,RMON,4/9/2,09/01/2019 06:30,,,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
5033,FOLIGNO-PTN2.8,SPO1410,RMON,4/9/2,09/01/2019 06:45,,,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
5033,FOLIGNO-PTN2.8,SPO1410,MOAM LOSS,0/11/0 11.16.255.1,09/01/2019 06:00,,900,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,,,,,,
5033,FOLIGNO-PTN2.8,SPO1410,MOAM LOSS,0/11/0 11.16.255.1,09/01/2019 06:15,,900,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,,,,,,
5033,FOLIGNO-PTN2.8,SPO1410,MOAM LOSS,0/11/0 11.16.255.1,09/01/2019 06:30,,900,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,,,,,,
5033,FOLIGNO-PTN2.8,SPO1410,MOAM LOSS,0/11/0 11.16.255.1,09/01/2019 06:45,,900,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,,,,,,
5033,FOLIGNO-PTN2.8,SPO1410,MOAM DELAY,0/11/0 11.16.255.1,09/01/2019 06:00,,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,14.3855555555556,16,55,56.9311111111111,58
5033,FOLIGNO-PTN2.8,SPO1410,MOAM DELAY,0/11/0 11.16.255.1,09/01/2019 06:15,,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,14.3844444444444,17,55,56.9577777777778,59
5033,FOLIGNO-PTN2.8,SPO1410,MOAM DELAY,0/11/0 11.16.255.1,09/01/2019 06:30,,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,14.3855555555556,16,54,56.9311111111111,58
5033,FOLIGNO-PTN2.8,SPO1410,MOAM DELAY,0/11/0 11.16.255.1,09/01/2019 06:45,,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,14.3666666666667,16,55,56.9177777777778,58
